what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1385396547558
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1385396547558
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385396550215
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1385396580324
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385396671322
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1385396714609
started,bundle,org.eclipse.xsd,2.7.1.v20120130-0943,"org.eclipse.xsd",1385396720800
opened,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1385396731303
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1385396731410
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1385396736192
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1385396738105
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1385396738373
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1385396743293
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1385396744042
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1385396745478
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385396762565
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385396769025
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385396776280
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385396777957
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385396784011
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385396786051
started,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1385396790079
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1385396793880
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1385396795724
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385396797011
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385396799880
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1385396805649
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385396823663
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385396884998
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1385396889050
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385396892140
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385396897781
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385396903568
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385396906910
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385396907916
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385396943034
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385396951703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385396954269
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1385396955943
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1385396959659
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385396963405
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385396965498
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1385396965537
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1385396965675
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1385396965745
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1385396969742
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1385396969742
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1385396971290
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1385396972591
closed,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1385396972591
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1385396974407
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1385396976161
started,bundle,org.eclipse.jst.jsf.common.runtime,1.1.0.v20100510,"org.eclipse.jst.jsf.common.runtime",1385396988190
started,bundle,org.eclipse.jem.proxy,2.0.400.v201101101900,"org.eclipse.jem.proxy",1385396988317
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385396991571
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385396992256
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1385396992311
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1385397006482
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385397017825
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385397019369
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1385397019446
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1385397019612
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1385397019714
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1385397023291
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1385397023291
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385397027794
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385397029021
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385397029547
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385397056132
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1385397057604
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385397058887
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385397070452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385397081349
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385397082769
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1385397096351
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385397096778
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385397098464
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1385397098478
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385397099338
error,log,,,"Publishing failed with multiple errors",1385397099715
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385397104089
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1385397107235
error,log,,,"Publishing failed with multiple errors",1385397109249
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385397109345
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385397111456
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1385397114066
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1385397115229
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1385397121358
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.publish",1385397131353
error,log,,,"Publishing failed with multiple errors",1385397131626
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385397131772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385397139118
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385397146424
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385397148501
started,bundle,org.eclipse.wst.jsdt.debug.core,2.0.101.v201201112313,"org.eclipse.wst.jsdt.debug.core",1385397148555
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1385397148782
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1385397149636
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1385397149644
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1385397149659
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1385397149665
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1385397211891
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1385397211895
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1385397211897
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1385397211898
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1385397211899
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1385397211900
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1385397211903
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1385397211904
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1385397211906
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1385397211908
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1385397211910
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1385397211912
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1385397211913
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1385397211915
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1385397211917
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1385397211918
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1385397211920
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1385397211922
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1385397211925
